Temps[s] ; Tension Generateur[V] ; Courant[A] 
228.25400376319885 ; 0.4301 ; 0.131 
228.75468254089355 ; 0.4301 ; 0.131 
229.25529217720032 ; 0.4301 ; 0.132 
229.75590920448303 ; 0.4301 ; 0.131 
230.25652384757996 ; 0.4301 ; 0.131 
230.75707077980042 ; 0.4301 ; 0.131 
231.25722551345825 ; 0.4311 ; 0.132 
231.7577874660492 ; 0.4301 ; 0.131 
232.25815081596375 ; 0.4301 ; 0.132 
232.7584991455078 ; 0.4301 ; 0.132 
233.259192943573 ; 0.4301 ; 0.132 
233.7598524093628 ; 0.4301 ; 0.131 
234.2603781223297 ; 0.4301 ; 0.131 
234.76092433929443 ; 0.4301 ; 0.131 
235.26124167442322 ; 0.4311 ; 0.131 
235.7618589401245 ; 0.4301 ; 0.131 
236.26242756843567 ; 0.4301 ; 0.131 
236.76306986808777 ; 0.4301 ; 0.132 
237.26361989974976 ; 0.4311 ; 0.132 
237.7641761302948 ; 0.4311 ; 0.131 
238.2647213935852 ; 0.4301 ; 0.131 
238.76533389091492 ; 0.4311 ; 0.132 
239.26591181755066 ; 0.4311 ; 0.131 
239.7664921283722 ; 0.4301 ; 0.132 
240.26712107658386 ; 0.4311 ; 0.131 
240.7677662372589 ; 0.4301 ; 0.131 
241.26842379570007 ; 0.4301 ; 0.131 
241.769113779068 ; 0.4301 ; 0.131 
242.2692403793335 ; 0.4301 ; 0.131 
242.76990795135498 ; 0.4301 ; 0.131 
243.2705750465393 ; 0.4301 ; 0.131 
243.77125716209412 ; 0.4301 ; 0.131 
244.27181553840637 ; 0.4311 ; 0.132 
244.77239441871643 ; 0.4311 ; 0.131 
245.2730791568756 ; 0.4301 ; 0.131 
245.77334189414978 ; 0.4311 ; 0.131 
246.27391076087952 ; 0.4301 ; 0.132 
246.77446794509888 ; 0.4301 ; 0.131 
247.2750301361084 ; 0.4311 ; 0.132 
247.77561902999878 ; 0.4301 ; 0.132 
248.276287317276 ; 0.4301 ; 0.132 
248.7769238948822 ; 0.4301 ; 0.131 
249.27724432945251 ; 0.4301 ; 0.131 
249.77780175209045 ; 0.4311 ; 0.131 
250.27843594551086 ; 0.4301 ; 0.131 
250.77910566329956 ; 0.4301 ; 0.132 
251.27938103675842 ; 0.4311 ; 0.131 
251.78001523017883 ; 0.4311 ; 0.131 
252.2806429862976 ; 0.4301 ; 0.132 
252.7812216281891 ; 0.4311 ; 0.131 
253.28132390975952 ; 0.4311 ; 0.131 
253.78188133239746 ; 0.4301 ; 0.131 
254.28244352340698 ; 0.4301 ; 0.131 
254.78310203552246 ; 0.4301 ; 0.131 
255.2836720943451 ; 0.4301 ; 0.131 
255.78432536125183 ; 0.4311 ; 0.131 
256.28492426872253 ; 0.4301 ; 0.131 
256.7854280471802 ; 0.4301 ; 0.131 
257.285995721817 ; 0.4311 ; 0.131 
257.78663754463196 ; 0.4311 ; 0.131 
258.2872874736786 ; 0.4301 ; 0.131 
258.7879674434662 ; 0.4311 ; 0.131 
259.28862404823303 ; 0.4301 ; 0.131 
259.78925704956055 ; 0.4311 ; 0.131 
260.2899031639099 ; 0.4311 ; 0.131 
260.79054832458496 ; 0.4301 ; 0.131 
261.2912321090698 ; 0.4301 ; 0.131 
261.7918620109558 ; 0.4311 ; 0.131 
262.2925057411194 ; 0.4311 ; 0.131 
262.7932198047638 ; 0.4301 ; 0.131 
263.2938742637634 ; 0.4311 ; 0.131 
263.7945611476898 ; 0.4311 ; 0.132 
264.29522705078125 ; 0.4301 ; 0.131 
264.7958793640137 ; 0.4311 ; 0.132 
265.296329498291 ; 0.4311 ; 0.131 
265.79688119888306 ; 0.4311 ; 0.131 
266.29752254486084 ; 0.4311 ; 0.131 
266.798086643219 ; 0.4301 ; 0.131 
267.29872131347656 ; 0.4301 ; 0.131 
267.79927611351013 ; 0.4311 ; 0.131 
268.2999668121338 ; 0.4311 ; 0.131 
268.80061626434326 ; 0.4311 ; 0.131 
269.3012773990631 ; 0.4311 ; 0.132 
269.80189776420593 ; 0.4311 ; 0.131 
270.3024435043335 ; 0.4311 ; 0.131 
270.8031623363495 ; 0.4311 ; 0.131 
271.3038082122803 ; 0.4301 ; 0.131 
271.80445313453674 ; 0.4311 ; 0.131 
272.3051424026489 ; 0.4311 ; 0.131 
272.8058135509491 ; 0.4311 ; 0.131 
273.3063998222351 ; 0.4311 ; 0.131 
273.8070650100708 ; 0.4311 ; 0.131 
274.307715177536 ; 0.4311 ; 0.131 
274.8083667755127 ; 0.4311 ; 0.131 
275.30905199050903 ; 0.4311 ; 0.131 
275.80933904647827 ; 0.4301 ; 0.131 
276.3098735809326 ; 0.4311 ; 0.131 
276.8104054927826 ; 0.4311 ; 0.131 
277.31093668937683 ; 0.4311 ; 0.131 
277.8115973472595 ; 0.4311 ; 0.131 
278.3122181892395 ; 0.4311 ; 0.131 
278.8128764629364 ; 0.4311 ; 0.131 
279.31322622299194 ; 0.4311 ; 0.131 
279.8138439655304 ; 0.4311 ; 0.131 
280.3144037723541 ; 0.4311 ; 0.132 
280.8150563240051 ; 0.4311 ; 0.131 
281.3156976699829 ; 0.4311 ; 0.131 
281.81626415252686 ; 0.4311 ; 0.131 
